,r2,mae,mape,rmse,val r2,val mae,val mape,val rmse,use_log
France,0.9963815884649765,0.1557150216960585,0.0020948532037669853,0.2011492681579112,0.8519771629076638,0.3299430174492016,0.00408503782692108,0.36595192749075617,False
Faroe Islands,0.9104226540824012,0.35658023099463837,0.004651905963994882,0.4919876388011823,0.7330992995909791,0.29532374815103424,0.003679888370463836,0.3611665969541596,False
"Micronesia, Fed. Sts.",0.973819982056872,0.00834784392739726,0.002005906892006539,0.010694095972719277,-1,0.017385564486723838,0.004078893366011519,0.019656287019390293,True
Gabon,0.8946554797000883,0.024639717672360843,0.0061166604165721365,0.02799819468530642,-1,0.03581767304742378,0.00865655842435315,0.03594913174050102,True
United Kingdom,0.9842537672610054,0.2543367997465043,0.003435354510280832,0.3354051885433663,0.6525973454041103,0.38998679006820824,0.004874043093735823,0.490931800341102,False
Georgia,0.9314044970929235,0.00970747750448831,0.0023135560199210132,0.01110240016131016,0.7727502486421354,0.004012851367745896,0.0009418249821581384,0.004967691664475926,True
Ghana,0.9713622497286079,0.6290770921265402,0.012445009002915725,0.7504501734722674,0.956602217293741,0.16888861618908707,0.00280150217490211,0.19280860289072624,False
Gibraltar,0.9304641997810805,0.9125603895326275,0.012068663052821744,1.0796001847897103,-0.7933595384358423,0.9799925134632617,0.01224152781151259,1.2352856163457546,False
Guinea,0.9898405137602742,0.5108549116516026,0.011894173536181711,0.6041641752823028,0.8536604596146259,0.46456211814714976,0.008405526393721595,0.4726209256373875,False
"Gambia, The",0.988329327216269,0.01333551521365714,0.003389441706924887,0.017886865084667462,-1,0.03626774669092505,0.0088722358369729,0.03779600384937207,True
Guinea-Bissau,0.9600168152279952,0.021756893440423017,0.005826208582257653,0.024667526320015967,0.889363970815277,0.010746420623712538,0.002693787889408941,0.012157311541613949,True
Equatorial Guinea,0.5705793775673049,0.06940161878783088,0.019032063429718672,0.10660690637864345,0.9559457785279288,0.005033042076803618,0.0012481821082791279,0.005158647549087261,True
Greece,0.9764984446423222,0.0051116578820579826,0.0011835230678441144,0.006042430921477077,0.37043626667407537,0.0064552491333502715,0.001475036242959945,0.0065693348812932125,True
Grenada,0.9211437429468299,0.008878258134504423,0.0021133765312603835,0.01452523871166193,0.26868471657074566,0.009614815576622781,0.002238263512109633,0.012084215521228993,True
Greenland,0.9188298688671446,0.4275169925031447,0.006460603805354608,0.5583778858538453,0.36087818646351066,0.7025632617684721,0.010096472830851941,0.8278536613150786,False
Guatemala,0.9525510384105033,0.020078081993708804,0.004986464019639346,0.02973669617170676,-1,0.023621223453350736,0.005552729790057338,0.027809491333936828,True
